Nome do Cliente;Indústria;Valor Estimado;Valor de Fechamento;Oportunidade Criada Em;Data de Fechamento;Nome da Oportunidade;Categoria;Produto;Fase da Oportunidade;Status da Oportunidade;Estado;CSM
Banco de Investimentos Global;Bancos & Mercado de Capitais; R$ 45.000,00 ; R$ -   ;13/05/16;11/07/17;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;Não classificada;Perdida;Rio Grande do Sul;Mia Wallace
Banco de Investimentos Global;Bancos & Mercado de Capitais; R$ 55.000,00 ; R$ -   ;22/05/19;08/08/19;Migração PPM (PS 2013 - POL);Consultoria;Microsoft Project Online;Não classificada;Perdida;Paraíba;Marty McFly
Banco de Investimentos Global;Bancos & Mercado de Capitais; R$ 71.997,00 ; R$ -   ;07/12/17;08/12/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Mato Grosso do Sul;Marty McFly
Banco de Investimentos Global;Bancos & Mercado de Capitais; R$ 74.000,00 ; R$ -   ;26/07/19;15/10/19;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;2 - Oportunidade;Perdida;Maranhão;Jack Sparrow
Banco de Investimentos Global;Bancos & Mercado de Capitais; R$ 206.791,00 ; R$ 206.791,00 ;20/06/16;27/11/17;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Mato Grosso do Sul;Mia Wallace
Banco Differential;Bancos & Mercado de Capitais; R$ 19,99 ; R$ 19,99 ;09/04/19;09/04/19;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Minas Gerais;Mia Wallace
Banco Differential;Bancos & Mercado de Capitais; R$ 89,98 ; R$ 89,98 ;22/11/17;21/08/17;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Banco Differential;Bancos & Mercado de Capitais; R$ 145,00 ; R$ 145,00 ;11/07/18;02/07/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Paraná;Rose Calvert
Banco Differential;Bancos & Mercado de Capitais; R$ 495,00 ; R$ 495,00 ;19/11/18;19/11/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Banco Differential;Bancos & Mercado de Capitais; R$ 2.695,00 ; R$ 2.695,00 ;21/05/19;28/05/19;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Banco Differential;Bancos & Mercado de Capitais; R$ 9.000,00 ; R$ -   ;02/04/19;09/10/19;Contratação pontual de suporte;Serviços;Microsoft Project Online;Não classificada;Perdida;Goiás;Marty McFly
Banco Differential;Bancos & Mercado de Capitais; R$ 10.000,00 ; R$ -   ;09/07/19;18/08/20;Implantação PPM;Consultoria;Microsoft Project Online;6 - Proposta enviada;Perdida;Goiás;Rose Calvert
Banco Differential;Bancos & Mercado de Capitais; R$ 10.000,00 ; R$ 10.000,00 ;05/12/19;17/12/19;Treinamento para Administradores;Treinamento;Microsoft Project Online;7 - Encerramento;Ganha;Goiás;Moana Waialiki
Banco Differential;Bancos & Mercado de Capitais; R$ 10.000,00 ; R$ 10.000,00 ;13/06/19;03/12/19;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Goiás;Rose Calvert
Banco Differential;Bancos & Mercado de Capitais; R$ 10.000,00 ; R$ 10.000,00 ;14/01/19;31/01/19;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Banco Differential;Bancos & Mercado de Capitais; R$ 48.000,00 ; R$ 48.000,00 ;06/09/18;16/11/18;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;3 - Entendimento de necessidades;Ganha;Goiás;Vincent Vega
Banco Differential;Bancos & Mercado de Capitais; R$ 61.923,00 ; R$ 61.923,00 ;14/09/16;29/11/16;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Rose Calvert
Banco Differential;Bancos & Mercado de Capitais; R$ 83.000,00 ; R$ -   ;14/03/14;17/06/14;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Goiás;Marty McFly
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 400,00 ; R$ 400,00 ;31/05/18;01/06/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Espírito Santo;Django Freeman
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 4.500,00 ; R$ 4.500,00 ;16/04/19;01/05/19;Implantação PPM;Consultoria;Microsoft Project Online;2 - Oportunidade;Ganha;Espírito Santo;Rose Calvert
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 6.000,00 ; R$ 6.000,00 ;27/06/18;19/07/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Espírito Santo;Mia Wallace
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 9.000,00 ; R$ 9.000,00 ;20/10/17;31/01/18;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Espírito Santo;Marty McFly
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 9.200,00 ; R$ 9.200,00 ;17/08/18;03/10/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Espírito Santo;Marty McFly
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 10.000,00 ; R$ 10.000,00 ;24/10/19;20/11/19;Treinamento autores de relatório;Treinamento;Microsoft Power BI;7 - Encerramento;Ganha;Espírito Santo;Jack Sparrow
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 10.000,00 ; R$ 10.000,00 ;22/04/19;01/05/19;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;2 - Oportunidade;Ganha;Espírito Santo;Marty McFly
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 20.000,00 ; R$ -   ;11/10/17;16/11/17;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Perdida;Espírito Santo;Mia Wallace
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 22.000,00 ; R$ 22.000,00 ;28/07/17;25/08/17;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Espírito Santo;Mia Wallace
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 29.000,00 ; R$ -   ;23/10/19;27/01/20;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;4 - Demonstração realizada;Perdida;Espírito Santo;Moana Waialiki
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 108.000,00 ; R$ -   ;11/10/18;27/01/20;Contratação pontual de suporte;Serviços;Microsoft Project Online;5 - Levantamento de escopo;Perdida;Espírito Santo;Mia Wallace
Banco dos Estados Nacionais;Bancos & Mercado de Capitais; R$ 110.800,00 ; R$ 110.800,00 ;09/01/17;04/07/17;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Espírito Santo;Moana Waialiki
Banco XYZ;Bancos & Mercado de Capitais; R$ -   ; R$ -   ;24/06/16;10/01/18;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;Não classificada;Perdida;Amazonas;Rose Calvert
Banco XYZ;Bancos & Mercado de Capitais; R$ -   ; R$ -   ;27/10/16;10/01/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;Não classificada;Perdida;Amazonas;Mia Wallace
Banco XYZ;Bancos & Mercado de Capitais; R$ 32.000,00 ; R$ 32.000,00 ;10/04/15;14/06/16;Treinamento autores de relatório;Treinamento;Microsoft Power BI;Não classificada;Perdida;Amazonas;Vincent Vega
Banfield;Saúde; R$ 45.000,00 ; R$ -   ;23/07/15;18/12/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;Não classificada;Perdida;Ceará;Marty McFly
Banner Health;Saúde; R$ -   ; R$ -   ;17/01/19;15/07/19;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;3 - Entendimento de necessidades;Perdida;Santa Catarina;Marty McFly
Banner Health;Saúde; R$ 15.500,00 ; R$ 15.500,00 ;22/02/13;29/04/13;Treinamento autores de relatório;Treinamento;Microsoft Power BI;Não classificada;Ganha;Santa Catarina;Mia Wallace
Banner Health;Saúde; R$ 63.000,00 ; R$ -   ;19/07/13;18/08/14;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Perdida;Santa Catarina;Marty McFly
Power Systems SA;Manufatura; R$ 50,00 ; R$ 50,00 ;11/07/17;11/07/17;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Power Systems SA;Manufatura; R$ 420,00 ; R$ 420,00 ;02/10/18;02/10/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Power Systems SA;Manufatura; R$ 420,00 ; R$ 420,00 ;06/08/18;06/08/18;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Vincent Vega
Power Systems SA;Manufatura; R$ 420,00 ; R$ 420,00 ;31/07/18;31/07/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 420,00 ; R$ 420,00 ;05/01/18;05/01/18;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 420,00 ; R$ 420,00 ;08/11/17;08/11/17;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Goiás;Moana Waialiki
Power Systems SA;Manufatura; R$ 420,00 ; R$ 420,00 ;22/08/17;22/08/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Power Systems SA;Manufatura; R$ 420,00 ; R$ 420,00 ;17/07/17;17/07/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Vincent Vega
Power Systems SA;Manufatura; R$ 420,00 ; R$ 420,00 ;14/07/17;14/07/17;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Power Systems SA;Manufatura; R$ 420,00 ; R$ 420,00 ;22/05/17;22/05/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 420,00 ; R$ 420,00 ;16/05/17;16/05/17;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Power Systems SA;Manufatura; R$ 470,00 ; R$ 470,00 ;30/04/18;30/04/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Vincent Vega
Power Systems SA;Manufatura; R$ 470,00 ; R$ 470,00 ;10/05/17;10/05/17;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 495,00 ; R$ 495,00 ;26/06/18;26/06/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Goiás;Vincent Vega
Power Systems SA;Manufatura; R$ 840,00 ; R$ 840,00 ;05/02/18;05/02/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Goiás;Rose Calvert
Power Systems SA;Manufatura; R$ 840,00 ; R$ 840,00 ;27/06/17;27/06/17;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Power Systems SA;Manufatura; R$ 840,00 ; R$ 840,00 ;12/05/17;12/05/17;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Vincent Vega
Power Systems SA;Manufatura; R$ 890,00 ; R$ 890,00 ;08/05/17;08/05/17;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Power Systems SA;Manufatura; R$ 2.095,00 ; R$ 2.095,00 ;15/04/19;12/04/19;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Goiás;Rose Calvert
Power Systems SA;Manufatura; R$ 2.095,00 ; R$ 2.095,00 ;19/11/18;19/11/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 2.999,00 ; R$ -   ;28/07/17;25/10/17;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Perdida;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 4.000,00 ; R$ 4.000,00 ;18/12/18;20/12/18;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 5.000,00 ; R$ 5.000,00 ;28/11/18;06/12/18;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Power Systems SA;Manufatura; R$ 6.000,00 ; R$ 6.000,00 ;18/01/19;07/03/19;Treinamento para Administradores;Treinamento;Microsoft Project Online;7 - Encerramento;Ganha;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 6.000,00 ; R$ 6.000,00 ;04/05/18;20/12/18;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Goiás;Rose Calvert
Power Systems SA;Manufatura; R$ 9.000,00 ; R$ -   ;04/03/19;05/11/19;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;5 - Levantamento de escopo;Perdida;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 9.200,00 ; R$ 9.200,00 ;04/06/19;05/06/19;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Goiás;Django Freeman
Power Systems SA;Manufatura; R$ 10.000,00 ; R$ 10.000,00 ;09/04/18;09/04/18;Desenvolvimento de flows;Consultoria;Power Automate;3 - Entendimento de necessidades;Ganha;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 13.660,00 ; R$ -   ;20/04/17;08/02/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 27.500,00 ; R$ 27.500,00 ;14/06/19;12/12/19;Treinamento para Administradores;Treinamento;Microsoft Project Online;7 - Encerramento;Ganha;Goiás;Marty McFly
Power Systems SA;Manufatura; R$ 30.000,00 ; R$ 30.000,00 ;06/03/18;04/10/18;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Moana Waialiki
Power Systems SA;Manufatura; R$ 62.786,00 ; R$ 62.786,00 ;22/07/16;01/02/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
BAYSTATE HEALTH SYSTEM INC;Saúde; R$ 5.390,00 ; R$ 5.390,00 ;19/11/18;19/11/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Marty McFly
BAYSTATE HEALTH SYSTEM INC;Saúde; R$ 5.390,00 ; R$ -   ;19/11/18;19/11/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;Não classificada;Perdida;Rio Grande do Sul;Moana Waialiki
BAYSTATE HEALTH SYSTEM INC;Saúde; R$ 7.200,00 ; R$ -   ;20/07/16;03/08/17;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Rio Grande do Sul;Mia Wallace
BD & A;Saúde; R$ 169.301,00 ; R$ -   ;30/10/15;03/03/16;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;Não classificada;Perdida;Amazonas;Rose Calvert
BDA Inc.;Vendas & Departamento; R$ 4.000,00 ; R$ 4.000,00 ;13/10/14;05/02/15;Implantação PPM;Consultoria;Microsoft Project Online;2 - Oportunidade;Ganha;Paraíba;Jack Sparrow
Power Systems SA;Manufatura; R$ 65.000,00 ; R$ -   ;05/04/19;21/10/19;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;Amazonas;Django Freeman
Belo Horizonte Financial;Serviços Financeiros; R$ 15.000,00 ; R$ -   ;24/07/14;29/04/15;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;Não classificada;Perdida;Minas Gerais;Marty McFly
Benefícios Mutuais ;Seguros; R$ 145,00 ; R$ 145,00 ;10/05/18;10/05/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;Não classificada;Ganha;Espírito Santo;Mia Wallace
Benefícios Mutuais ;Seguros; R$ 164,99 ; R$ 164,99 ;28/08/18;28/08/18;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Goiás;Mia Wallace
Benefícios Mutuais ;Seguros; R$ 17.000,00 ; R$ -   ;28/01/15;15/11/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Goiás;Marty McFly
Benefícios Mutuais ;Seguros; R$ 19.000,00 ; R$ -   ;26/07/16;15/11/17;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;Não classificada;Perdida;Goiás;Django Freeman
Best Fly Brazil;Hospitalidade & Transporte; R$ 149.728,00 ; R$ -   ;02/04/15;19/10/15;Treinamento para Administradores;Treinamento;Microsoft Project Online;2 - Oportunidade;Perdida;Bahia;Moana Waialiki
Best Vacation Ent Group;Hospitalidade & Transporte; R$ 1,00 ; R$ -   ;27/08/12;17/10/12;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;Não classificada;Perdida;Bahia;Jack Sparrow
Best Vacation Ent Group;Hospitalidade & Transporte; R$ 60.000,00 ; R$ -   ;31/12/12;19/04/13;Desenvolvimento de flows;Consultoria;Power Automate;Não classificada;Perdida;Bahia;Marty McFly
Bill & Melinda Gates Foundation;Serviços Profissionais; R$ 8.075,00 ; R$ 8.075,00 ;31/10/14;06/11/14;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Ganha;Paraíba;Mia Wallace
BioIQ;Saúde; R$ 13.895,00 ; R$ 13.895,00 ;24/03/20;19/08/20;Treinamento autores de relatório;Treinamento;Microsoft Power BI;7 - Encerramento;Ganha;Minas Gerais;Mia Wallace
Blizzard Entertainment;Mídia & Conteúdo; R$ 98.800,00 ; R$ -   ;17/04/13;28/03/14;Migração PPM (PS 2013 - POL);Consultoria;Microsoft Project Online;1 - Lead;Perdida;São Paulo;Mia Wallace
Blu Sky;Serviços Profissionais; R$ 55.000,00 ; R$ 55.000,00 ;24/06/16;11/10/16;Pacote de relatórios Excel;Produtos;Microsoft Excel;Não classificada;Perdida;Santa Catarina;Vincent Vega
BMC Acquisition Inc;Vendas & Departamento; R$ 2.000,00 ; R$ 2.000,00 ;20/08/15;12/04/16;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Minas Gerais;Vincent Vega
BMC Acquisition Inc;Vendas & Departamento; R$ 6.000,00 ; R$ -   ;20/08/15;11/02/16;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Minas Gerais;Mia Wallace
BMC Acquisition Inc;Vendas & Departamento; R$ 37.000,00 ; R$ 37.000,00 ;23/04/15;18/05/15;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Minas Gerais;Rose Calvert
BNCA Banco de Investimentos;Bancos & Mercado de Capitais; R$ 17.159,00 ; R$ 17.159,00 ;09/03/15;15/03/15;Implantação PPM;Consultoria;Microsoft Project Server;3 - Entendimento de necessidades;Ganha;São Paulo;Mia Wallace
BNCA Banco de Investimentos;Bancos & Mercado de Capitais; R$ 17.499,50 ; R$ 17.499,50 ;23/03/15;15/03/15;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;São Paulo;Moana Waialiki
BNCA Banco de Investimentos;Bancos & Mercado de Capitais; R$ 19.000,00 ; R$ -   ;18/10/17;13/12/17;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;Não classificada;Perdida;Mato Grosso do Sul;Marty McFly
BNCA Banco de Investimentos;Bancos & Mercado de Capitais; R$ 19.000,00 ; R$ -   ;26/06/14;25/08/14;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Bahia;Jack Sparrow
BNCA Banco de Investimentos;Bancos & Mercado de Capitais; R$ 22.000,00 ; R$ -   ;03/07/17;20/12/17;Pacote de relatórios Excel;Produtos;Microsoft Excel;1 - Lead;Perdida;Rio de Janeiro;Mia Wallace
BNCA Banco de Investimentos;Bancos & Mercado de Capitais; R$ 25.000,00 ; R$ 25.000,00 ;12/03/15;15/03/15;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Mia Wallace
Embra-ar;Manufatura; R$ -   ; R$ -   ;04/12/18;16/10/19;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Perdida;Paraíba;Marty McFly
BOOZ ALLEN & HAMILTON INC;Serviços Profissionais; R$ 2.444,00 ; R$ -   ;31/03/20;15/09/20;Treinamento autores de relatório;Treinamento;Microsoft Power BI;6 - Proposta enviada;Perdida;Mato Grosso do Sul;Mia Wallace
BOOZ ALLEN & HAMILTON INC;Serviços Profissionais; R$ 5.990,00 ; R$ 5.990,00 ;18/07/19;08/02/20;Implantação PPM;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Mato Grosso do Sul;Django Freeman
Boston Consulting Group;Serviços Profissionais; R$ 45.000,00 ; R$ -   ;18/01/18;29/06/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;Não classificada;Perdida;Rio Grande do Sul;Jack Sparrow
BPCA Global Latin America;Seguros; R$ 78.095,00 ; R$ -   ;16/05/18;29/10/18;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Minas Gerais;Marty McFly
